hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
400087,2021/06/04,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,116.9,116.9,103,78.1,-999999,0,0,0,184.3,24.1,8,15.9,7.4,0,0,-999999,0,0,1610,818,818,721,547,-999999,0,0,0,1290,169,56,111,52,0,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,0,0,-999999,0,0,0,0,462,0,,[C400087-A],7,7,7,7,,,,,,,false
400032,2021/06/11,PR,400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,00960,Short Term,72021,true,551,288.3,288.3,263,197.3,-999999,-999999,9.9,-999999,414,38,16.3,25.7,13.3,-999999,0,4.3,-999999,0,3857,2018,2018,1841,1381,12,7,69,-999999,2898,266,114,180,93,-999999,0,30,5,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,-999999,126,-999999,0,0,0,0,0,-999999,0,0,0,36,657,4,,"[C400032-B, H000012, C400032-A, C400032-C, C400032-D]",7,7,7,7,,,,,,,false
400125,2021/05/28,PR,400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,00738,Short Term,72053,true,221,130,130,38,37.1,-999999,-999999,0,0,145.9,11.9,10,10.9,9.3,0,0,0,0,0,1547,910,910,266,260,11,9,0,0,1021,83,70,76,65,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,142,-999999,0,0,0,0,0,0,0,0,-999999,0,264,0,,[C400125-A],7,7,7,7,,,,,,,false
400010,2021/06/11,PR,400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,00631,Short Term,72081,true,33,13,13,-999999,-999999,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,231,91,91,16,16,0,0,0,0,102,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,166,0,,[C400010-A],7,7,7,7,,,,,,,false
400061,2021/06/11,PR,400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,00927,Short Term,72127,true,390,190.7,190.7,160.3,160.3,0,0,0,0,190.7,22.6,22.6,20.9,20.9,0,0,0,0,0,2730,1335,1335,1122,1122,0,0,0,0,1335,158,158,146,146,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,,[C400061-A],7,7,7,7,,,,,,,false
400013,2021/05/28,PR,400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,00737,Short Term,72035,true,262,205,205,162,152.4,-999999,-999999,0,0,225,22.3,7.7,9.4,5.1,-999999,0,-999999,0,0,1834,1435,1435,1134,1067,14,13,0,0,1575,156,54,66,36,-999999,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,190,-999999,-999999,0,0,0,0,0,0,0,0,0,723,0,,[C400013-A],7,7,7,7,,,,,,,false
400115,2021/06/11,PR,400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,00693,Short Term,72145,true,181,124.6,124.6,69.7,67.3,-999999,-999999,0,0,145.6,8,8,7.1,7.1,-999999,-999999,0,0,0,1267,872,872,488,471,8,8,0,0,1019,56,56,50,50,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,513,0,,[C400115-A],7,7,7,7,,,,,,,false
400132,2021/05/28,PR,400132,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,00979,Short Term,72127,true,109,100.6,100.6,102.9,96.1,0,0,0,0,108.9,6,6,4.4,4.4,0,0,0,0,0,763,704,704,720,673,0,0,0,0,762,42,42,31,31,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,,[C400132-A],7,7,7,7,0,0,0,0,0,0,false
400111,2021/06/04,PR,400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,00676,Short Term,72099,true,108,105.4,105.4,46.7,46.7,-999999,-999999,0,0,105.4,7.9,7.9,7.7,7.7,-999999,0,0,0,0,756,738,738,327,327,8,4,0,0,738,55,55,54,54,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,67,-999999,0,0,0,0,0,0,-999999,0,0,0,461,0,,[C400111-A],7,7,7,7,0,0,0,0,0,0,false
400061,2021/05/28,PR,400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,00927,Short Term,72127,true,390,192.9,192.9,136.6,136.6,11.1,-999999,0,0,192.9,25.6,25.6,21.4,21.4,-999999,-999999,0,0,0,2730,1350,1350,956,956,78,12,0,0,1350,179,179,150,150,11,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,25,-999999,10,6,4,-999999,-999999,0,-999999,0,0,25,0,,[C400061-A],7,7,7,7,,,,,0,0,false
400044,2021/05/28,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,427,333.9,333.9,217.7,187.7,-999999,-999999,-999999,0,380,65.9,37.3,42.4,22.9,-999999,-999999,-999999,0,0,2989,2337,2337,1524,1314,24,18,-999999,0,2660,461,261,297,160,-999999,-999999,12,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,-999999,-999999,0,0,0,-999999,0,0,0,6,4,0,0,0,-999999,-999999,0,0,-999999,0,0,829,-999999,,[C400044-A],7,7,7,7,,,,,,,false
400112,2021/06/11,PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,00984,Short Term,72031,true,250,194.3,194.3,144.3,129.4,-999999,-999999,0,0,242.3,14.6,7.9,10.1,7.9,0,0,0,0,0,1750,1360,1360,1010,906,8,8,0,0,1696,102,55,71,55,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,,"[C400112-B, C400112-A]",7,7,7,7,,,,,,,false
400014,2021/06/04,PR,400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,00681,Short Term,72097,true,224,144.4,144.4,49.7,49.3,-999999,-999999,0,0,158.3,9,9,7.3,7.3,-999999,-999999,0,0,0,1568,1011,1011,348,345,-999999,-999999,0,0,1108,63,63,51,51,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,277,0,,[C400014-A],7,7,7,7,,,,,,,false
400105,2021/05/28,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,415,131.1,131.1,24.6,24.6,-999999,-999999,0,0,131.1,7,7,4.6,4.6,-999999,0,0,0,0,2905,918,918,172,172,7,7,0,0,918,49,49,32,32,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,256,0,,[C400105-A],7,7,7,7,,,,,,,false
400001,2021/05/28,PR,400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,00907,Short Term,72127,true,207,124.9,124.9,89.3,86.1,-999999,-999999,0,0,133.9,28.7,5.7,15.3,5.4,0,0,0,0,0,1449,874,874,625,603,6,5,0,0,937,201,40,107,38,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,,[C400001-A],7,7,7,7,,,,,,,false
403301,2021/06/04,PR,403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,00935,Childrens Hospitals,72127,true,215,0,0,95.3,0,-999999,-999999,-999999,-999999,118.1,45.7,0,39.4,0,0,0,0,0,0,1505,0,0,667,0,4,4,8,7,827,320,0,276,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,,[C403301-A],7,7,7,7,,,,,,,false
400005,2021/06/11,PR,400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,00791,Short Term,72069,true,105,34,34,24.6,24.4,0,0,0,0,48,6,6,4,4,0,0,0,0,0,735,238,238,172,171,0,0,0,0,336,42,42,28,28,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,,[C400005-A],7,7,7,7,,,,,,,false
400131,2021/06/04,PR,400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,00738,Short Term,72053,true,73,64.3,64.3,47.4,39.1,-999999,-999999,0,0,73,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,511,450,450,332,274,-999999,-999999,0,0,511,21,21,21,21,-999999,-999999,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,370,-999999,,[C400131-A],7,7,7,7,,,,,,,false
400004,2021/06/11,PR,400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,00936,Short Term,72127,true,255,79.4,79.4,36.7,35.6,0,0,0,0,88.1,9,9,-999999,-999999,0,0,0,0,0,1785,556,556,257,249,0,0,0,0,617,63,63,16,16,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,216,0,,[C400004-A],7,7,7,7,,,,,,,false
400114,2021/05/28,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,301,219.9,219.9,159.4,132.1,6.4,6.4,0,0,273.4,15.4,12,14.4,11,-999999,-999999,-999999,0,-999999,2107,1539,1539,1116,925,45,45,0,0,1914,108,84,101,77,12,10,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,700,0,,[C400114-A],7,7,7,7,0,324,1161,1161,0,0,false
400128,2021/05/28,PR,400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,00919,Short Term,72127,true,242,115,115,75,71.6,0,0,0,0,120.7,6,6,-999999,-999999,0,0,0,0,0,1694,805,805,525,501,0,0,0,0,845,42,42,23,23,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,,[C400128-A],7,7,7,7,,,,,,,false
400132,2021/06/11,PR,400132,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,00979,Short Term,72127,true,109,101.1,101.1,103.7,99.1,-999999,-999999,-999999,-999999,109,6,6,6,6,0,0,0,0,0,763,708,708,726,694,-999999,-999999,-999999,-999999,763,42,42,42,42,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,559,0,,[C400132-A],7,7,7,7,,,,,,,false
400044,2021/06/04,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,427,333.6,333.6,219.6,190.3,-999999,-999999,0,0,379,64.3,37,42.9,25.3,-999999,0,-999999,0,0,2989,2335,2335,1537,1332,17,12,0,0,2653,450,259,300,177,-999999,0,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,-999999,0,-999999,0,0,0,-999999,0,0,0,0,891,0,,[C400044-A],7,7,7,7,,,,,,,false
400032,2021/06/04,PR,400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,00960,Short Term,72021,true,551,294.3,294.3,258.9,192.6,-999999,-999999,14.1,-999999,420.4,36.3,16,23.4,11.3,-999999,0,6.4,-999999,-999999,3857,2060,2060,1812,1348,14,8,99,8,2943,254,112,164,79,-999999,0,45,9,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,117,-999999,0,0,0,0,0,0,0,-999999,0,34,662,-999999,,"[C400032-B, H000012, C400032-A, C400032-C, C400032-D]",7,7,7,7,,,,,,,false
400087,2021/05/28,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,112.3,112.3,115,91.3,-999999,-999999,0,0,179.4,24,8,13.6,7.7,0,0,-999999,0,0,1610,786,786,805,639,9,-999999,0,0,1256,168,56,95,54,0,0,17,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,415,-999999,,[C400087-A],7,7,7,7,,,,,,,false
400022,2021/06/11,PR,400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,00717,Short Term,72113,true,331,148.1,148.1,90.7,90.7,0,0,0,0,154.1,32,25,14.9,13.3,0,0,0,0,0,2317,1037,1037,635,635,0,0,0,0,1079,224,175,104,93,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,469,0,,[C400022-A],7,7,7,7,568,72,0,568,0,0,false
400130,2021/05/28,PR,400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,00641,Short Term,72141,true,54.4,24,24,17.3,17.3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,381,168,168,121,121,0,0,0,0,168,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,200,0,,[C400130-A],7,7,7,7,9,32,8,150,,,false
400133,2021/06/04,PR,400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,00928,Short Term,72127,true,60,52.1,52.1,14.9,14.9,-999999,0,0,0,52.1,-999999,-999999,0,0,0,0,0,0,0,420,365,365,104,104,-999999,0,0,0,365,16,16,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,-999999,0,0,0,0,0,0,185,0,,[C400133-A],7,7,7,7,,,,,,,false
400011,2021/06/04,PR,400011,"HOSPITAL MENONITA HUMACAO, INC",300  AVE FONT MARTELLO,HUMACAO,00792,Short Term,72069,true,71,47.7,47.7,49.6,42.7,0,0,-999999,0,64.4,4,4,-999999,-999999,0,0,0,0,0,497,334,334,347,299,0,0,-999999,0,451,28,28,27,27,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,-999999,9,0,0,0,0,0,0,0,0,0,0,0,449,0,,"[C400011-B, C400011-A]",7,7,7,7,,,,,,,false
400011,2021/05/28,PR,400011,"HOSPITAL MENONITA HUMACAO, INC",300  AVE FONT MARTELLO,HUMACAO,00792,Short Term,72069,true,71,47.9,47.9,38.9,33.9,0,0,0,0,65,-999999,-999999,-999999,-999999,0,0,0,0,0,497,335,335,272,237,0,0,0,0,455,27,27,22,22,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,400,0,,"[C400011-B, C400011-A]",7,7,7,7,,,,,,,false
400126,2021/05/28,PR,400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,00683,Short Term,72125,true,82,60.1,60.1,38.7,38.1,0,0,0,0,72.1,5.7,5.7,4.7,4.7,0,0,-999999,-999999,0,574,421,421,271,267,0,0,0,0,505,40,40,33,33,0,0,-999999,-999999,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,429,0,,[C400126-A],7,7,7,7,,,,,,,false
400019,2021/06/11,PR,400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,00910,Short Term,72127,true,247,148.3,148.3,124.3,124.3,-999999,-999999,0,0,148.3,22.4,18.6,16.3,14.7,0,0,-999999,0,0,1729,1038,1038,870,870,-999999,-999999,0,0,1038,157,130,114,103,0,0,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,455,0,,[C400019-A],7,7,7,7,0,114,918,890,0,0,false
400125,2021/06/11,PR,400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,00738,Short Term,72053,true,221,130,130,36.3,35.6,-999999,0,0,0,146,11.4,9.9,9.4,9.1,0,0,0,0,0,1547,910,910,254,249,-999999,0,0,0,1022,80,69,66,64,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,138,0,0,0,0,0,0,0,0,0,0,0,270,0,,[C400125-A],7,7,7,7,,,,,,,false
400001,2021/06/11,PR,400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,00907,Short Term,72127,true,207,131,131,99,97.7,0,0,0,0,139,25.3,5.9,15.9,5.7,0,0,0,0,0,1449,917,917,693,684,0,0,0,0,973,177,41,111,40,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,,[C400001-A],7,7,7,7,,,,,,,false
400111,2021/05/28,PR,400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,00676,Short Term,72099,true,108,106.1,106.1,43.4,43.1,-999999,-999999,0,0,106.4,7.9,7.9,6.6,6.6,0,0,0,0,0,756,743,743,304,302,-999999,-999999,0,0,745,55,55,46,46,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,453,0,,[C400111-A],7,7,7,7,0,0,0,0,0,0,false
400044,2021/06/11,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,427,334.3,334.3,215.4,187,0,0,-999999,-999999,380.3,68,37,44.1,24,0,0,-999999,0,0,2989,2340,2340,1508,1309,0,0,-999999,-999999,2662,476,259,309,168,0,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,924,0,,[C400044-A],7,7,7,7,,,,,,,false
400122,2021/05/14,PR,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,00969,Short Term,72061,true,54,54,54,18.7,18.7,-999999,-999999,0,0,54,12.3,12.3,6,6,0,0,0,0,0,378,378,378,131,131,21,21,0,0,378,86,86,42,42,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,,[C400122-A],7,7,7,7,,,,,,,false
400126,2021/06/11,PR,400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,00683,Short Term,72125,true,82,56.6,56.6,42.6,41.6,0,0,0,0,68.6,6,6,4.9,4.9,0,0,0,0,0,574,396,396,298,291,0,0,0,0,480,42,42,34,34,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,498,0,,[C400126-A],7,7,7,7,,,,,,,false
